start	end	text
2193000	2197000	So iyan yung pa yung lahat ng steps.
2197000	2202000	So before we move on to suggesting,
2202000	2206000	what are your overall thoughts po on the models?
2206000	2208000	Ano pa yung nagustan nyo?
2208000	2211000	What can you suggest overall apart from
2211000	2212000	what you mentioned earlier?
2212000	2216000	What are the things you're looking for
2216000	2220000	to make this better in a sense?
2221000	2224000	I think, eto ba, may isa pa lang comment.
2224000	2228000	Dito pala sa lumalabas na material choices.
2228000	2230000	I think it would be much better
2230000	2233000	if mas malaki yung capacity niya
2233000	2236000	na makapag-show ng mas marami pang materials.
2236000	2237000	Okay.
2237000	2239000	Kasi parang for example,
2239000	2240000	for this oak wood,
2240000	2242000	nag-generate ako ng material,
2242000	2243000	wala ko nagustuhan.
2243000	2245000	And then for example,
2245000	2246000	nag-generate ulit ako ng material,
2246000	2248000	tas may nagustuhan ako pero parang
2248000	2252000	i-compare sa previous selection na lumabas.
2252000	2254000	So parang I think mas,
2254000	2255000	I don't know,
2255000	2258000	mas better siguro if parang may ganun feature
2258000	2262000	or mas maganda kung mas wide pa yung range
2262000	2266000	na makikita ako na mag-generate na type of material
2266000	2269000	under the oak wood siguro dito sa interface.
2269000	2270000	Okay.
2270000	2272000	So siguro like when you generate this,
2272000	2274000	tapos may malabas na bagong results,
2274000	2277000	you're hoping na para makumparaman yung results,
2277000	2279000	and then go back to the previous na na-generate.
2279000	2281000	Para makita mo siya.
2281000	2283000	Kasi parang iniisip ko ang worry ko dito.
2283000	2287000	Baka hindi ko namabalikan yung mga last selection,
2287000	2291000	tas biglang narealize ko may maganda pala yung previews,
2291000	2292000	parang ganun.
2292000	2293000	Okay.
2293000	2296000	But when it comes to technicalities
2296000	2302000	or parang difficulty ng itsura ng application,
2302000	2304000	parang for me,
2304000	2308000	ako prefer ko yung mas simplified yung itsura niya
2308000	2311000	as compared sa ang daming nakalagay
2311000	2316000	parang hindi ko ang daming kung kailangang i-control na elements
2316000	2318000	para makapag-render.
2318000	2320000	So ayun lang.
2321000	2323000	Sige po.
2323000	2324000	Okay.
2324000	2327000	What are your comments po sa pagse-select ng parts?
2327000	2329000	Kasi po, here, you have to,
2329000	2332000	mandami niya pang mapapointing click.
2332000	2338000	Actually, yung sa feature naman niya na parang
2338000	2340000	pwede mong sabay-sabay i-click,
2340000	2344000	tas may parang mapipreview mo na rin siya.
2344000	2347000	Gusto ko yung feature na yun.
2347000	2349000	Para at least dito,
2349000	2354000	parang mabibigyan niya na ako ng freedom to
2354000	2358000	decide on anong kahit pa parang preference ko
2358000	2363000	at itong mga material na sinilag ko yung natili ko.
2363000	2366000	So ayun, gusto ko yung feature na yun.
2366000	2372000	But when it comes to parang difficulty na kapag maraming pang pinili...
2372000	2375000	I think for me, wala naman akong issue doon.
2375000	2380000	Kasi parang at least nakikita mo yung option eh.
2380000	2383000	Parang sabay-sabay mong makikita yung adjustment eh.
2383000	2385000	Pero yun lang.
2385000	2391000	Gusto lang ako kapag mas maraming accessories elements yung nakalagay sa room.
2391000	2395000	Let's say for accessories halimbawa, you put books.
2395000	2400000	Will you expect na malalabas po yung books dito sa options?
2400000	2402000	Ya, oo.
2402000	2404000	Kasi, oo.
2404000	2406000	Inisi ko kung maglalagay ka ng plant,
2406000	2410000	I'm expecting na lalabas dito sa parang selections yung plant.
2410000	2414000	And then yung books, for example, yung nabanggit mo.
2414000	2419000	Except sa SketchUp, diba may mga model name na siya agad.
2419000	2421000	Parang ganun din eh.
2421000	2425000	Pero mas simplified lang yung nakalagay dito.
2425000	2432000	Kasi at least ito, nakalatag na siya sa isang area.
2432000	2433000	Yeah, area.
2433000	2434000	Oo.
2434000	2436000	Okay. So when you're changing let's say books,
2436000	2440000	you want to change yung mukha ng book cover or something like that?
2440000	2442000	Or not naman siguro.
2442000	2443000	Naman naman siguro.
2443000	2446000	Pero yung name lang siguro.
2446000	2448000	Ako enact na siguro yung name.
2448000	2451000	Tapos siguro while I'm selecting this,
2451000	2455000	may ikita na akong para sa model, naka-highlight siya.
2455000	2457000	Parang ito yung book na yun.
2457000	2458000	Parang ganun.
2458000	2460000	Nagigets mo.
2460000	2462000	Like kapag napili ko yung...
2462000	2464000	I'm pointing sa walls.
2464000	2466000	For example, this one.
2466000	2468000	Parang ma-highlight siya.
2468000	2471000	Parang yung outline na ito na blue.
2471000	2472000	Okay.
2472000	2473000	Parang ganun.
2473000	2475000	So kung napili pa yung walls,
2475000	2478000	may malalabas na option na ganyan?
2478000	2481000	Parang na-highlight agad yung area na yun.
2481000	2482000	Okay.
2482000	2483000	Would you prefer to...
2483000	2486000	Would it be easier for you na mapipili niyo yung objects
2486000	2489000	by clicking on the picture itself?
2492000	2493000	Pwede rin.
2493000	2494000	Ayan.
2494000	2497000	Parang I think that would be much better siguro.
2497000	2498000	Sige pa.
2498000	2500000	Okay, understood.
2500000	2501000	Okay.
2501000	2504000	So ayun po.
2504000	2509000	Do you have any other questions or comments regarding this?
2509000	2511000	Aside sa material,
2511000	2513000	can you also...
2513000	2514000	Parang ano.
2514000	2515000	I don't know if it's possible then
2515000	2520000	na parang ma-manipulate yung environment setting na.
2520000	2521000	Like for example,
2521000	2523000	ito kasi parang nakaklose yung curtain.
2523000	2525000	What if I wanted it to look
2525000	2529000	na parang nakita yung outside environment?
2529000	2532000	Would it be possible na may ganun picture?
2532000	2533000	Although...
2533000	2536000	Like kasi napag-i-galaw yung mga objects?
2536000	2537000	Yeah.
2537000	2539000	Parang, for example,
2539000	2540000	ayun, hindi.
2540000	2543000	What I mean is yung parang outside environment niya.
2543000	2544000	For example,
2544000	2547000	nakabukas itong curtain na.
2547000	2550000	So yung window, yung parang outside...
2550000	2553000	yun ng window may kita siya daba.
2553000	2557000	Parang possible kaya na parang magkaroon ng ganun picture siya.
2557000	2559000	Na parang pwede kong i-customize na
2559000	2561000	Titi Skyline na makita
2561000	2565000	or parang houses ng subdivision.
2565000	2566000	Parang ganun.
2566000	2570000	Parang may iba yung background?
2570000	2571000	Parang ganun.
2571000	2575000	Tapos siyempre pag iniibag mo na yung environment setting niya,
2575000	2578000	yung direction din ng sun
2578000	2580000	or yung shadowing ng sun,
2580000	2584000	magiging magkakaran na rin siya ng ganong factor.
2584000	2590000	So I think parang was usable siya in a realistic rendering setting.
2590000	2594000	Yung ganung feature, I think mas okay siya.
2594000	2597000	I think you can explore
2597000	2601000	yung ganung feature sa loom yun.
2601000	2602000	Kasi may ganun sila yun.
2602000	2605000	You can adjust the direction of the sun
2605000	2606000	kung sunset ba siya
2606000	2608000	or sunrise,
2608000	2610000	yung brightness ng sun,
2610000	2612000	or parang ganun,
2612000	2614000	brightness ng sky.
2614000	2617000	Para mas realistic siya tingnan.
2617000	2618000	Okay.
2618000	2620000	Baka you can consider
2620000	2623000	future developments ng app.
2623000	2624000	Sige po.
2624000	2626000	I'll look into it
2626000	2628000	yung pag-adjust ng environment.
2628000	2630000	Okay.
2630000	2633000	So anything else before we move on
2633000	2638000	to the suggestion part of the application?
2638000	2640000	I think I'm good.
2640000	2642000	I'm good with the portion.
2642000	2643000	Okay.
2643000	2644000	Mamaya po.
2644000	2647000	After I introduce all of the functions,
2647000	2649000	you can try it out yourself.
2649000	2654000	Dito sa Zoom, I enabled remote access naman po.
2654000	2656000	So moving on po.
2656000	2658000	So this app,
2658000	2660000	it could also suggest materials
2660000	2662000	or colors to you
2662000	2666000	based on certain criteria.
2666000	2668000	So so far,
2668000	2670000	it suggests materials and colors
2670000	2674000	based on the interior design style
2674000	2675000	you're looking for.
2675000	2676000	So here po,
2676000	2677000	if you look at the first,
2677000	2679000	you could suggest
2679000	2681000	there are all types of materials
2681000	2683000	or you could suggest what type of wood
2683000	2685000	or metal or fabric.
2685000	2686000	And then you could suggest
2686000	2688000	your design style here po.
2688000	2691000	So and then,
2691000	2694000	ayun, gumagamit po siya ng chat GPT
2694000	2698000	to help it suggest based on this here po.
2702000	2704000	I think interesting siya.
2704000	2706000	Because at least as a designer,
2706000	2708000	parang hindi ka na babalik sa Google
2708000	2712000	ano ba yung mga transitional type
2712000	2716000	or Scandinavian type of a certain material.
2716000	2717000	Okay.
2717000	2718000	So yun po,
2718000	2720000	malalabas pa yung materials dito.
2720000	2722000	So there's velvet, there's cotton,
2722000	2723000	there's linen.
2723000	2724000	Tapos with this,
2724000	2725000	with this option,
2725000	2726000	pwede ninyo siyang gamitin
2726000	2728000	to generate the material.
2728000	2729000	Sorry, wait.
2729000	2730000	May bug po.
2730000	2732000	Pero if you look at the previous page,
2732000	2735000	magproceed siya to generate
2735000	2737000	that certain material here.
2737000	2740000	So yung napili ko was cotton.
2740000	2741000	So from here,
2741000	2743000	I generated this.
2743000	2744000	Parang ganun po.
2744000	2747000	Tapos maulit po yung generation.
2747000	2748000	Yes po.
2748000	2750000	So ganyan po yung work,
2750000	2753000	yung work flow,
2753000	2755000	ng suggestion ng materials.
2755000	2758000	Tapos po for the suggestion of colors,
2758000	2759000	I think I've shown this before.
2759000	2761000	Pero let's show one more time.
2761000	2764000	You can type in different styles
2764000	2767000	and you can suggest color palettes again.
2767000	2768000	Tapos pwede ninyo siya i-save.
2768000	2769000	And then yun,
2769000	2770000	gagamitin niyo siya
2770000	2772000	when you're adding the color finish po.
2775000	2776000	Ayun po.
2776000	2778000	Parang ganun po.
2778000	2784000	So starting with the suggestion of the materials.
2786000	2787000	So again,
2787000	2789000	what are your thoughts on this module?
2789000	2791000	What are the things you like?
2791000	2793000	What are the things that you find confusing
2793000	2796000	or my comments para to make it better?
2798000	2801000	Siguro in terms of,
2801000	2803000	hindi ko pa siya kung gaano kaway
2803000	2805000	yung rain nung capability na.
2805000	2810000	But what if I'm interested to use
2810000	2813000	yung material na katulad ng mga sulihiya
2813000	2819000	or parang mga fiber-textured na material,
2819000	2821000	yung mga weave material?
2821000	2823000	Possible din ba siya?
2823000	2827000	I think so.
2827000	2828000	Like kung ito,
2828000	2831000	like here you type in like weaved fabric.
2831000	2832000	Ganun po.
2832000	2834000	I mean barang weave.
2834000	2837000	So under siguro ng category ng wood eh.
2837000	2838000	Di ba fiber siya?
2838000	2839000	Wood fiber siya?
2839000	2841000	Yes po, wood.
2841000	2844000	So it suggests based on weave?
2844000	2845000	Ganun po ba?
2845000	2847000	Parang ganun.
2847000	2850000	Would it also kakayanin kaya niyang
2850000	2852000	mag-apply din ng mga ganun?
2854000	2855000	I haven't tried it yet,
2855000	2858000	pero I think there's a,
2858000	2860000	yeah, I could implement it naman po
2860000	2864000	to have it suggest based on weave?
2864000	2867000	Parang weave materials.
2867000	2871000	So would that suggest weave materials?
2871000	2872000	Ganun po ba?
2872000	2873000	Parang ganun.
2873000	2876000	Okay, what are the types of like weave materials po?
2876000	2882000	For example, yung mga furniture textures
2882000	2884000	na nakita mo sa mga works ni
2884000	2885000	cannot go one way.
2885000	2886000	Parang ganun.
2886000	2887000	Weaker type.
2887000	2889000	Parang mga weaker.
2889000	2890000	Weaker.
2890000	2891000	Parang ganun.
2891000	2892000	Okay.
2892000	2894000	I think minsan lumalabas po siya.
2894000	2897000	Based on style lang po.
2897000	2901000	Pero okay, so suggest based on weave.
2905000	2908000	Apart from that, my second question is,
2908000	2912000	does it suggest materials based on style only?
2912000	2918000	So what are you hoping to search materials like based on?
2918000	2922000	Ah, may inisa pa pala ko isang question.
2922000	2929000	So what if I prefer na mag-create ng own interior design style ko?
2929000	2934000	Like for example, I'm designing a store, for example, for a bench.
2934000	2938000	And then nag-set ako ng standard material
2938000	2944000	and standard fodder na gagamitin for that specific project.
2944000	2950000	And I also, baka makatulong din if parang magkaharan yung app
2950000	2956000	ng feature for the user na makapag-create ng own template niya.
2956000	2958000	Parang ganun.
2958000	2959000	Own template?
2959000	2960000	Parang ganun.
2960000	2964000	So that kapag sa next project niya, if for example,
2964000	2967000	store pa rin, bench store pa rin siya,
2967000	2971000	hindi na niya masyadong, parang hindi na niya ulit
2971000	2978000	bubuin from scratch yung lahat ng materials under that parang project branding.
2978000	2979000	Okay.
2979000	2985000	So yung template na yan parang may nag-set na style,
2985000	2988000	tapos may nag-set na materials?
2988000	2989000	A-a.
2989000	2990000	Parang ganun.
2990000	2991000	Ganun po ba?
2991000	2994000	I think that could also be helpful
2994000	2998000	kapag may gusto ka na ulit parang balikan na parang project,
2998000	3000000	tapos ir-render mo lang siya ulit.
3000000	3004000	At least naka-project na dito lahat ng type of material under that template.
3004000	3012000	Like for example, I would make my own modern interior design theme.
3012000	3019000	Pero yung parang definition ko ng modern,
3019000	3024000	gusto ko naman i-rearrange ko
3024000	3027000	or parang i-adjust.
3027000	3030000	Parang ganun.
3030000	3034000	Would that also be siguro balaking tulog yun sa user?
3034000	3041000	Parang magkaroon ng freedom to make his or her own material template
3041000	3044000	or parang design template.
3044000	3045000	Okay.
3045000	3049000	So were you expecting na like,
3049000	3051000	halimbawa, if you look at the bottom right,
3051000	3056000	or bottom here, maglalagay ako ng save as template.
3056000	3058000	Yeah, something like that.
3058000	3061000	Parang, for example, ito,
3061000	3065000	ginawa ko na andami ko ng na-adjust na material
3065000	3068000	and then the next time that I would work on this type of project,
3068000	3072000	gusto ko same style lang din siya.
3072000	3074000	Parang much better siguro if
3074000	3077000	parang mas-save mo yung lahat mong in-adjust mo.
3077000	3079000	Parang into it.
3079000	3083000	Parang may sarili siyang,
3083000	3086000	parang category ganun.
3086000	3089000	Tapos pag magbubukas ulit ako ng other type of project,
3089000	3091000	pag pinindot ko yung category na yun,
3091000	3094000	lalabas lang din ulit lahat mong material na in-adjust ko
3094000	3096000	from a previous project.
3096000	3099000	Tapos dun lang ulit ako maglalalo ng mga material
3099000	3102000	na gagamit lang sa i-rendel.
3102000	3103000	Okay.
3103000	3105000	So yung kinds of materials of that style,
3105000	3107000	parin mo siya mas-save.
3107000	3110000	Oo. Parang mas maganda siguro kung may ganun feature siya.
3110000	3112000	Okay. All right.
3112000	3115000	Para hindi lang nalilimit sa,
3115000	3118000	para hindi lang nalilimit sa category
3118000	3121000	ng nanandito.
3121000	3124000	Parang ganun. Kasi diba dito ilan lang siya,
3124000	3127000	modern, contemporary, tu-tu-tu-tu, ganyan.
3127000	3130000	Parang much better if may option din na parang add style.
3130000	3132000	Parang ganun.
3132000	3135000	So parin mo siya i-type na style?
3135000	3138000	Oo. Or parang may freedom lang yung user
3138000	3141000	na parang mag-create ng own style na.
3141000	3145000	Like, kuna nila, from my end,
3145000	3150000	kuna nila may project ako na store interior.
3150000	3155000	Tapos ano, parang lahat mong in-adjust ko
3155000	3157000	sa project na yun,
3157000	3161000	makokonsider na siya na parang isang template na siya.
3161000	3163000	Okay.
3163000	3165000	Parang ganun lang naman. Pero i-understand na
3165000	3168000	since ito, nag-generate kasi siya ng
3168000	3171000	style based sa parang sa naka-chat,
3171000	3174000	GPT nung, naka-AI na...
3174000	3177000	Yeah. So for yours, it's more on like...
3177000	3179000	Personalization.
3179000	3182000	Yeah. So when you select the material,
3182000	3185000	tapos, let's say like for these materials here,
3185000	3189000	like kapag na-finalize mo na yung material sa isang project,
3189000	3191000	parin mo siya i-save sa template,
3191000	3193000	tapos parin mo siyang gamitin ulit.
3193000	3196000	Not just materials, pero also color palettes.
3196000	3198000	Yeah. Parang ganun.
3198000	3201000	Parang yung same interface sa Lightroom.
3201000	3203000	Have you tried using it?
3203000	3205000	Light... Adobe Lightroom?
3205000	3206000	Yeah.
3206000	3207000	Um, I think...
3207000	3209000	Pero pag naglalightroom ka,
3209000	3211000	mag-adjust ka ng image, right?
3211000	3214000	And then you can control the settings,
3214000	3218000	and then you can just copy-paste it to the next image.
3218000	3220000	Parang something like that.
3221000	3222000	Okay.
3222000	3223000	So you can...
3223000	3226000	Tapos pag nag-create ka ng adjustment sa Lightroom,
3226000	3229000	pwede mong i-save yung parang filter nun as
3229000	3232000	a DNG type of file.
3232000	3233000	Ah, yeah, yeah.
3233000	3235000	Yeah. Parang ganun. Do you...
3235000	3237000	Yeah. Parang yung contrast may values,
3237000	3238000	tapos yung mga values na yan,
3238000	3239000	pwede mo siya i-save.
3239000	3241000	Aos pwede mo siya i-load.
3241000	3243000	So parang filter siya.
3243000	3244000	Okay.
3244000	3246000	Pero in a rendering setting. Parang ganun.
3246000	3248000	Naka-name ka ng template for that.
3248000	3249000	Para sa next project mo,
3249000	3253000	gusto mo ulit-ulitin yung store interior motif.
3253000	3255000	Tapos para mo i-inload yung mga materials na
3255000	3257000	ginamit mo last time into this one.
3257000	3258000	O. Tapos ako na parang...
3258000	3261000	Ako na bahala mag-apply kung saan ko siya i-apply ulit na
3261000	3263000	surface or something like that.
3263000	3265000	Or sa akong anong model.
3266000	3268000	So when you're suggesting materials,
3268000	3269000	or creating materials,
3269000	3271000	hoping that you could like save...
3271000	3273000	Yeah. Yung mga nakaraan...
3273000	3276000	Parang mga past materials na nagamit ko before.
3276000	3277000	Okay. All right.
3277000	3279000	Okay, got it.
3279000	3280000	Okay.
3280000	3283000	Were you hoping to suggest it like...
3283000	3285000	Like, would it help po?
3285000	3286000	Kasi this is an idea,
3286000	3288000	pero di ko po siya na-execute.
3288000	3291000	Would it help if you suggest materials based on
3291000	3294000	yung nakalagay sa design requirements?
3294000	3295000	Ano imbawa po?
3295000	3298000	Like for yung sa design requirements,
3298000	3299000	correct me if I'm wrong,
3299000	3303000	but the client is looking for,
3303000	3309000	let's say, a low-cost or mid-range na residential space.
3309000	3313000	So would it help na it would suggest materials
3313000	3316000	based on the cost?
3316000	3318000	Like there's high-end, mid-range...
3318000	3319000	Like for example,
3319000	3322000	if you're targeting parang low-cost,
3322000	3325000	siyempre wala ka masyadong makitang laminates.
3325000	3326000	Parang ganun.
3326000	3327000	Parang ganun po, yes.
3327000	3329000	I think that would be helpful.
3329000	3332000	Para at least yung user,
3332000	3333000	parang hindi na niya...
3333000	3335000	Parang magandang feature siya.
3335000	3338000	Kasi at least makokoncider niya na yung...
3338000	3340000	Malilimit niya na sa mind niya yung mga materials
3340000	3343000	na pwede niyong pagdaroan within that budget.
3343000	3348000	And don't know lang kung paano kaya yung magiging accuracy ng...
3348000	3351000	Parang costing ng material na yun.
3351000	3352000	Parang...
3352000	3354000	At wala akong be a nice fee.
3354000	3355000	Okay.
3355000	3356000	Alright.
3356000	3357000	Okay.
3357000	3358000	Ayun po.
3358000	3359000	So...
3359000	3360000	So before we move...
3360000	3361000	Oh, wait.
3361000	3362000	Sorry.
3362000	3363000	We have only 7 minutes.
3363000	3364000	Is it possible to extend
3364000	3367000	or do you have a meeting po after this?
3367000	3370000	I can extend a bit naman.
3370000	3372000	If you need my feedback.
3372000	3375000	I'm not sure if nakatulong ba yung feedback mo.
3375000	3377000	Nakatudong po siya.
3377000	3378000	So, sige.
3378000	3380000	I can extend siguro mga...
3380000	3382000	Sigurong 10 minutes.
3382000	3383000	10 minutes?
3383000	3384000	Okay lang po.
3384000	3385000	So until 11, 10.
3385000	3386000	Okay.
3386000	3387000	So...
3388000	3389000	Ayun po.
3389000	3391000	So that's for the suggestion of materials.
3391000	3392000	So are there...
3392000	3394000	Are there any other ways
3394000	3397000	you hope the prototype to suggest by
3397000	3399000	apart from let's say suggest by style
3399000	3402000	or suggest by cost or...
3403000	3405000	Would it help po like let's say
3405000	3408000	I suggest based on the object?
3408000	3411000	Like what are materials used for a...
3411000	3412000	Let's say for the floor.
3412000	3415000	That can also be an okay feature.
3415000	3417000	Kasi, for example, sa floor.
3418000	3419000	Ay, hindi.
3419000	3421000	For example na lang sa isang...
3422000	3423000	Ang ibang material.
3423000	3425000	Ay, for example na lang siguro sa upuan.
3426000	3427000	Parang I can use...
3427000	3428000	Hindi.
3428000	3429000	Daming material eh.
3429000	3430000	Wait lang.
3430000	3432000	Kaya ng material na ano...
3432000	3434000	Na kaunti lang.
3434000	3436000	For example...
3438000	3439000	Ang material.
3439000	3440000	So wait lang.
3440000	3441000	Napaisip pa ko.
3442000	3444000	For example, sa phone.
3448000	3449000	Pwedeng...
3449000	3451000	Usually ang applicable lang.
3452000	3453000	Sabihin natin metal.
3454000	3455000	Mas maganda...
3455000	3456000	Mas maganda yung ganung feature.
3456000	3458000	Para at least hindi ko nai-explore na
3458000	3460000	gawin siya on a glass.
3460000	3461000	Parang ganoon.
3461000	3463000	Or on a cloth.
3463000	3465000	I think that would be much better.
3465000	3468000	Para at least additional
3468000	3470000	knowledge na yun sa user na parang...
3470000	3472000	For example, kung hindi naman lahat
3472000	3473000	professional gumagamit.
3473000	3475000	May student na parang...
3475000	3477000	Bawal ba la to gamitin sa ganun-ganun.
3477000	3478000	Something like that.
3478000	3479000	Okay.
3479000	3480000	Okay.
3482000	3483000	Ayun po.
3483000	3486000	Going back to suggestion ng colors po.
3486000	3487000	And so...
3487000	3488000	My last question is...
3488000	3489000	Kasi so far...
3489000	3493000	It adds the color finish individually po.
3493000	3494000	Like, you have to select one.
3494000	3497000	Pwede mo siya i-apply to the object
3497000	3498000	one at a time.
3498000	3500000	Would it help po if you like...
3500000	3503000	Distribute the colors to the entire scene
3503000	3504000	or something like that?
3504000	3506000	Parang in the click of a button,
3506000	3508000	madidistribute pa yung colors.
3508000	3510000	Makaatulong po ba yun?
3510000	3511000	Like...
3511000	3512000	Diga lang.
3512000	3514000	Hindi ko masyad maintindi yan. Sorry.
3514000	3515000	Like, aningbawa.
3515000	3517000	Let's say for...
3517000	3519000	Let's say if I save this color pad
3519000	3520000	for instance.
3520000	3522000	Tapos, when I...
3522000	3524000	Kapag ito yung napili ko.
3524000	3525000	Uh-uh.
3525000	3526000	Would it help if I...
3526000	3527000	With this color palette,
3527000	3531000	it automatically colors the entire room.
3531000	3532000	Like, with this...
3532000	3533000	With these colors.
3533000	3536000	For example, ma-apply din siya sa wall and ceiling.
3536000	3537000	Yes po.
3537000	3538000	Just on the flooring.
3538000	3541000	Like, it equally distributes the colors.
3541000	3544000	Would it help po na ganyan?
3544000	3546000	So that way you don't need to like
3546000	3548000	continuously point and click
3548000	3549000	on different parts.
3549000	3550000	Do you get what I'm saying?
3551000	3552000	Kapag, for example,
3552000	3554000	I click itong...
3554000	3557000	Yeah, yung color green.
3557000	3559000	Ma-apply lang siya sa isang material.
3559000	3560000	Tama ba?
3560000	3561000	No, no.
3561000	3564000	Like, with this entire color palette po.
3564000	3566000	And then kung maga...
3566000	3567000	Let's say there's a button called
3567000	3570000	apply to entire rendering.
3570000	3571000	So the colors I applied...
3571000	3574000	Automatically mag-apply na siya sa iba-ibang surface.
3574000	3575000	Yes.
3575000	3576000	Ah.
3576000	3577000	Would it help na ganyan?
3577000	3579000	Or...
3579000	3582000	I think it's also a nice feature,
3582000	3586000	but parang malilimit lang yung user
3586000	3588000	into a box.
3588000	3589000	Parang gano'n.
3589000	3590000	A boxed option.
3590000	3593000	Would it like induce fixation?
3593000	3594000	Ganun po?
3597000	3598000	Siguro ano.
3598000	3601000	Parang you can do that.
3601000	3602000	Not just sa coder.
3602000	3606000	Parang baka pwede kang mag-add ng...
3606000	3608000	Parang pwede ka siguro...
3608000	3610000	Maganda siguro kung may feature na parang...
3610000	3612000	Gagawa ka ng collection.
3612000	3618000	For example, you'll be choosing this color.
3618000	3620000	Namimili ka ng tatmong kulay dyan.
3620000	3623000	Baka mas maganda kung pwede kang mag-add ng...
3623000	3626000	ng texture or material.
3626000	3628000	Based on the color?
3631000	3633000	Parang...
3633000	3635000	Hindi ko alam kung lumalayo na ba ako.
3635000	3637000	Sa understanding.
3637000	3638000	So parang medyo...
3638000	3640000	Tama ba yung understanding ko na
3640000	3644000	kapag sinalag ko tong color palette na ito,
3644000	3647000	ma-apply siya sa floor.
3647000	3650000	Yung darker color, ma-apply siya sa wall.
3650000	3653000	Yung lighter color, ma-apply siya sa wall.
3653000	3655000	Yes, like...
3655000	3658000	Parang may button that...
3658000	3660000	that assigns it.
3660000	3664000	At the same time, maging mukhang harmonious.
3664000	3665000	Yung room.
3665000	3666000	I think okay din siya.
3666000	3668000	In terms of color,
3668000	3670000	medyo nakikets ka na.
3670000	3671000	Okay.
3671000	3674000	Pero mas maganda kung yan, may freedom yung user
3674000	3677000	na mag-customize ng own set of color palette niya.
3677000	3678000	Okay.
3678000	3679000	Aside from parang...
3679000	3681000	Aside from parang tinatype na lang
3681000	3682000	and nire-research.
3682000	3686000	Parang may feature to create his or her color palette.
3686000	3688000	Like parang may refresh button or something?
3688000	3690000	Or like if you select this...
3690000	3691000	Parang customize.
3691000	3693000	Something like that.
3693000	3695000	Aside from suggest,
3695000	3697000	customize your own...
3697000	3699000	Like when you add a new color palette,
3699000	3701000	may manarabas na list yung na empty.
3701000	3703000	Tapos parang may syang i-gumit.
3703000	3705000	Pwede kang mag-customize ng sarili mong color palette.
3705000	3707000	Yeah, parang gano'n po.
3707000	3709000	Like something like that.
3709000	3710000	Yeah, something like that.
3710000	3711000	Okay.
3711000	3714000	So parang may additional new palette.
3714000	3716000	Oh, parang gano'n.
3716000	3717000	Okay.
3717000	3719000	Alright, understood.
3719000	3720000	Ayun po.
3720000	3723000	So that's the suggest materials and suggest colors.
3723000	3725000	So lastly po, if you look at the right side,
3725000	3728000	yung second tab, it shows feedback.
3728000	3732000	So yung feedback po, currently,
3732000	3736000	the material, this prototype,
3736000	3739000	it gives feedback based on
3739000	3741000	the assembly ng parts together.
3741000	3743000	So for different objects po,
3743000	3746000	ano ba po, let's say for bed.
3746000	3749000	So if you look at this,
3749000	3752000	let me know if like mukhang confusing
3752000	3754000	yung mukha.
3754000	3756000	Pero what this means is that yung headboard,
3756000	3760000	parang naka-attach po sya sa bed frame.
3760000	3761000	Ganun po.
3761000	3764000	And it shows like the different materials.
3764000	3768000	So the purpose of this is to like suggest
3768000	3771000	different ways to attach parts
3771000	3774000	of different materials together.
3774000	3777000	So ano ba po, like if I want to find ways
3777000	3780000	to suggest to attach the headboard
3780000	3782000	ng bed to the bed frame,
3782000	3785000	tapos po na yung sya ipindot.
3785000	3787000	And when you suggest it,
3787000	3789000	parang may malalabas na text dito.
3789000	3791000	Ah, parang may installation.
3791000	3794000	For installation.
3794000	3796000	Parang ganun po, yes.
3796000	3799000	Tapos may malalabas na suggestions
3799000	3801000	on how you can do it.
3801000	3803000	Ayun po, yes.
3803000	3806000	And you can do the same for side tables.
3806000	3809000	Of course, hindi po sya applicable for all parts
3809000	3812000	kasi po yung floors, for example.
3812000	3815000	Pero yung shelves, for example.
3815000	3818000	Yung, ay tawag baliktad to.
3818000	3821000	Yung shelves, parang kung nakikita...
3821000	3823000	Did you notice the first time yung shelves?
3823000	3824000	Parang yun po yung...
3824000	3826000	Anong tawag po dito?
3826000	3828000	Yung horizontal na...
3828000	3830000	Ledge?
3830000	3831000	Ah, ledge.
3831000	3832000	Okay, sir.
3832000	3834000	I don't know the right terms for a shelf.
3834000	3835000	Self-ledge.
3835000	3836000	Self-ledge.
3836000	3837000	So ito yung ledge.
3837000	3838000	As steel sya?
3838000	3841000	Currently it's made of steel po.
3841000	3844000	If you look at the shelf here.
3844000	3847000	Tapos naka-attach po sya sa wall panels.
3847000	3849000	Actually, baliktad to.
3849000	3853000	So you can suggest the attachments here.
3853000	3855000	Yung suggested.
3855000	3858000	Parang ganun po.
3858000	3860000	Ako I'm okay with that.
3860000	3862000	Kasi parang additional info din sya.
3862000	3864000	Kasi hindi naman lahat ng designers
3864000	3867000	knowledgeable on how to install.
3867000	3871000	Parang hindi naman lahat knowledgeable sa construction.
3871000	3874000	But yung appearance lang,
3874000	3877000	pwede yung bumalik ka dun ulit sa viewport.
3877000	3880000	Parang medyo confusing lang sya for me.
3880000	3883000	I don't know if it's the role.
3883000	3886000	Kasi parang before and after yung naging impression po.
3886000	3889000	Ah, okay.
3889000	3892000	Sigurong parang it needs to...
3892000	3894000	I don't know kung mas facilitate na ba
3894000	3897000	or baka may ibang way pa.
3897000	3900000	Para mas maintindihan ng user na parang...
